# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		86179		2234		2084
1		59611		3467		2050
2		49272		4147		2042
3		45801		4520		2067
4		44063		4784		2034
5		43441		4956		2038
6		42933		5100		2036
7		42579		5223		2048
8		42387		5307		2037
9		42130		5366		2045
10		42003		5429		2049
11		41848		5512		2044
12		41709		5564		2052
13		41656		5596		2056
14		41603		5624		2051
15		41565		5654		2054
16		41526		5689		2052
17		41508		5711		2060
18		41504		5733		2053
19		41500		5750		2051
20		41479		5776		2041
21		41470		5792		2045
22		41434		5807		2045
23		41425		5823		2048
24		41420		5834		2041
25		41414		5845		2042
26		41407		5858		2039
27		41407		5866		2037
28		41399		5873		2040
29		41399		5874		2040
30		41404		5885		2038
31		41391		5900		2038
32		41388		5907		2034
33		41387		5915		2038
34		41367		5929		2040
35		41356		5940		2042
36		41326		5953		2043
37		41324		5960		2040
38		41303		5968		2037
39		41297		5973		2038
40		41306		5991		2040
41		41304		6005		2041
42		41298		6014		2041
43		41291		6027		2045
44		41292		6037		2046
45		41292		6048		2044
46		41296		6062		2042
47		41292		6067		2043
48		41292		6075		2039
49		41291		6086		2033
50		41292		6092		2037
51		41291		6105		2043
52		41290		6116		2042
53		41289		6128		2046
54		41286		6139		2046
55		41284		6147		2044
56		41283		6151		2043
57		41283		6152		2042
58		41283		6153		2044
59		41281		6161		2040
60		41281		6166		2040
61		41276		6177		2038
62		41272		6185		2037
63		41273		6203		2037
64		41270		6216		2038
65		41269		6224		2035
66		41264		6237		2033
67		41274		6249		2037
68		41266		6257		2039
69		41265		6269		2033
70		41266		6275		2037
71		41262		6284		2031
72		41261		6286		2032
73		41260		6294		2032
74		41259		6300		2034
75		41256		6306		2035
76		41257		6312		2040
77		41258		6320		2039
78		41260		6324		2038
79		41258		6333		2034
80		41270		6350		2037
81		41265		6363		2036
82		41256		6370		2039
83		41254		6379		2036
84		41252		6388		2034
85		41250		6398		2032
86		41253		6404		2036
87		41250		6416		2039
88		41249		6421		2038
89		41249		6426		2040
90		41247		6432		2038
91		41244		6437		2040
92		41244		6443		2040
93		41245		6446		2039
94		41244		6451		2039
95		41245		6455		2039
96		41244		6466		2044
97		41242		6472		2045
98		41241		6474		2041
99		41241		6477		2040
100		41241		6477		2040
101		41233		6482		2040
102		41233		6483		2038
103		41236		6485		2038
104		41233		6489		2035
105		41234		6492		2037
106		41233		6496		2038
107		41233		6501		2040
108		41235		6504		2040
109		41235		6508		2043
110		41235		6510		2043
111		41235		6514		2044
112		41235		6517		2042
113		41235		6520		2042
114		41235		6522		2042
115		41235		6527		2043
116		41235		6528		2042
117		41233		6533		2044
118		41232		6539		2044
119		41233		6544		2043
120		41237		6552		2040
121		41234		6558		2044
122		41233		6564		2045
123		41233		6569		2044
124		41233		6573		2039
125		41233		6577		2037
126		41233		6581		2041
127		41232		6585		2042
128		41232		6587		2045
129		41232		6591		2044
130		41230		6595		2044
131		41230		6598		2044
132		41230		6599		2045
133		41230		6605		2039
134		41230		6608		2039
135		41230		6610		2040
136		41230		6611		2040
137		41230		6614		2039
138		41230		6617		2039
139		41228		6619		2039
140		41225		6625		2038
141		41225		6631		2039
142		41223		6635		2038
143		41223		6639		2036
144		41223		6642		2036
145		41222		6643		2036
146		41222		6646		2037
147		41222		6649		2036
148		41220		6652		2035
149		41221		6653		2035
150		41221		6655		2035
151		41221		6660		2040
152		41223		6663		2041
153		41223		6667		2040
154		41223		6670		2038
155		41221		6675		2036
156		41220		6680		2034
157		41220		6681		2035
158		41220		6683		2037
159		41223		6689		2035
160		41241		6704		2040
161		41229		6712		2034
162		41229		6714		2033
163		41229		6720		2029
164		41231		6725		2032
165		41225		6728		2032
166		41226		6733		2031
167		41225		6740		2033
168		41226		6746		2033
169		41225		6751		2031
170		41223		6757		2029
171		41223		6761		2032
172		41223		6764		2031
173		41221		6770		2036
